id_unique,Start,End,StartH,EndH,Seat
126333,24/06/2013 13:00,24/06/2013 16:30,302,309,
301623,24/06/2013 13:00,24/06/2013 22:30,302,321,
925831,24/06/2013 13:00,24/06/2013 21:00,302,318,
767564,24/06/2013 14:00,24/06/2013 21:30,304,319,
58138,24/06/2013 14:30,25/06/2013 00:30,305,325,
157283,24/06/2013 14:30,24/06/2013 22:30,305,321,
172469,24/06/2013 14:30,25/06/2013 01:00,305,326,
465713,24/06/2013 14:30,25/06/2013 00:30,305,325,
655988,24/06/2013 15:00,24/06/2013 15:30,306,307,
681130,24/06/2013 15:00,25/06/2013 00:30,306,325,
981411,24/06/2013 15:00,24/06/2013 22:30,306,321,
339824,24/06/2013 15:30,25/06/2013 02:00,307,328,
236263,24/06/2013 16:00,25/06/2013 02:00,308,328,
492607,24/06/2013 16:00,24/06/2013 21:00,308,318,
545569,24/06/2013 16:00,25/06/2013 02:00,308,328,
679841,24/06/2013 16:00,25/06/2013 01:30,308,327,
715012,24/06/2013 16:00,24/06/2013 23:00,308,322,
962449,24/06/2013 16:00,24/06/2013 21:00,308,318,
33554,24/06/2013 17:00,25/06/2013 00:30,310,325,
351336,24/06/2013 17:00,24/06/2013 22:30,310,321,
414187,24/06/2013 17:00,25/06/2013 00:30,310,325,
455530,24/06/2013 17:00,25/06/2013 01:00,310,326,
735428,24/06/2013 17:00,25/06/2013 00:30,310,325,
877773,24/06/2013 17:00,25/06/2013 01:00,310,326,
899189,24/06/2013 17:00,24/06/2013 23:30,310,323,
106879,24/06/2013 17:30,25/06/2013 03:30,311,331,
343038,24/06/2013 17:30,25/06/2013 03:30,311,331,
353379,24/06/2013 17:30,25/06/2013 03:30,311,331,
364323,24/06/2013 17:30,24/06/2013 23:00,311,322,
8041,24/06/2013 18:00,24/06/2013 23:00,312,322,
399447,24/06/2013 18:00,25/06/2013 04:00,312,332,
38791,24/06/2013 20:00,25/06/2013 03:30,316,331,
731314,24/06/2013 20:00,25/06/2013 06:00,316,336,
609904,24/06/2013 21:00,25/06/2013 00:00,318,324,
690937,24/06/2013 21:00,25/06/2013 07:00,318,338,
214894,24/06/2013 22:30,25/06/2013 06:30,321,337,
447058,24/06/2013 22:30,25/06/2013 07:00,321,338,
858604,24/06/2013 22:30,25/06/2013 05:00,321,334,
571670,24/06/2013 23:00,25/06/2013 07:00,322,338,
657288,24/06/2013 23:00,25/06/2013 07:00,322,338,
887296,24/06/2013 23:30,25/06/2013 00:30,323,325,
