id_unique,Start,End
620947,19jun2013 23:00:00,20jun2013 06:30:00
698855,19jun2013 23:00:00,20jun2013 07:00:00
753239,19jun2013 23:00:00,20jun2013 05:00:00
228236,20jun2013 01:30:00,20jun2013 06:00:00
737874,20jun2013 06:00:00,20jun2013 10:30:00
58138,20jun2013 06:30:00,20jun2013 16:30:00
172469,20jun2013 06:30:00,20jun2013 17:00:00
343038,20jun2013 06:30:00,20jun2013 16:30:00
624150,20jun2013 06:30:00,20jun2013 11:30:00
732892,20jun2013 06:30:00,20jun2013 11:30:00
609904,20jun2013 07:00:00,20jun2013 15:30:00
681130,20jun2013 07:00:00,20jun2013 16:30:00
845061,20jun2013 07:00:00,20jun2013 16:30:00
657288,20jun2013 07:30:00,20jun2013 18:00:00
887296,20jun2013 07:30:00,20jun2013 17:30:00
447058,20jun2013 08:00:00,20jun2013 17:30:00
481312,20jun2013 08:00:00,20jun2013 13:30:00
731314,20jun2013 08:00:00,20jun2013 17:30:00
765261,20jun2013 08:00:00,20jun2013 17:30:00
572207,20jun2013 08:30:00,20jun2013 14:00:00
789283,20jun2013 08:30:00,20jun2013 13:30:00
38791,20jun2013 09:00:00,20jun2013 18:30:00
53300,20jun2013 09:00:00,20jun2013 18:30:00
122331,20jun2013 09:00:00,20jun2013 18:30:00
236538,20jun2013 09:00:00,20jun2013 19:00:00
465713,20jun2013 09:00:00,20jun2013 16:30:00
571670,20jun2013 09:00:00,20jun2013 18:30:00
574789,20jun2013 09:00:00,20jun2013 18:30:00
769213,20jun2013 09:00:00,20jun2013 14:00:00
496150,20jun2013 10:00:00,20jun2013 18:00:00
92872,20jun2013 10:30:00,20jun2013 21:00:00
93772,20jun2013 11:00:00,20jun2013 19:30:00
321647,20jun2013 11:00:00,20jun2013 19:30:00
353379,20jun2013 11:00:00,20jun2013 21:00:00
602900,20jun2013 11:00:00,20jun2013 20:00:00
607083,20jun2013 11:00:00,20jun2013 20:00:00
899189,20jun2013 11:00:00,20jun2013 15:30:00
915075,20jun2013 11:00:00,20jun2013 22:30:00
967583,20jun2013 11:00:00,20jun2013 19:30:00
399447,20jun2013 11:30:00,20jun2013 19:30:00
59950,20jun2013 12:00:00,20jun2013 17:30:00
138001,20jun2013 12:00:00,20jun2013 22:00:00
537701,20jun2013 12:00:00,20jun2013 21:30:00
192578,20jun2013 13:00:00,20jun2013 22:30:00
743773,20jun2013 13:00:00,20jun2013 22:30:00
990611,20jun2013 13:00:00,20jun2013 22:30:00
679841,20jun2013 13:30:00,20jun2013 22:30:00
858604,20jun2013 14:00:00,20jun2013 20:00:00
214894,20jun2013 15:30:00,21jun2013 01:30:00
339824,20jun2013 15:30:00,21jun2013 02:00:00
767564,20jun2013 15:30:00,20jun2013 23:30:00
782352,20jun2013 15:30:00,21jun2013 01:30:00
283302,20jun2013 16:00:00,20jun2013 23:30:00
338397,20jun2013 16:00:00,21jun2013 01:30:00
715012,20jun2013 16:00:00,21jun2013 01:30:00
750961,20jun2013 16:00:00,20jun2013 22:30:00
8821,20jun2013 17:00:00,21jun2013 00:30:00
70164,20jun2013 17:00:00,21jun2013 00:30:00
266851,20jun2013 17:00:00,21jun2013 01:00:00
703190,20jun2013 17:00:00,21jun2013 00:30:00
880808,20jun2013 17:00:00,21jun2013 00:30:00
944615,20jun2013 17:00:00,21jun2013 01:00:00
512923,20jun2013 17:30:00,21jun2013 04:00:00
359142,20jun2013 18:00:00,21jun2013 04:00:00
501521,20jun2013 18:00:00,21jun2013 04:00:00
744925,20jun2013 18:00:00,20jun2013 21:00:00
832227,20jun2013 18:00:00,21jun2013 03:30:00
927082,20jun2013 18:00:00,20jun2013 21:30:00
38178,20jun2013 18:30:00,20jun2013 22:00:00
979505,20jun2013 18:30:00,21jun2013 04:30:00
986245,20jun2013 18:30:00,21jun2013 05:00:00
853992,20jun2013 19:00:00,21jun2013 00:00:00
8041,20jun2013 20:00:00,21jun2013 05:30:00
227085,20jun2013 20:00:00,21jun2013 04:00:00
483269,20jun2013 20:00:00,21jun2013 01:30:00
688028,20jun2013 21:00:00,21jun2013 06:30:00
153707,20jun2013 22:30:00,21jun2013 06:30:00
753239,20jun2013 22:30:00,21jun2013 06:30:00
176945,20jun2013 23:00:00,21jun2013 07:00:00
228236,20jun2013 23:00:00,21jun2013 02:30:00
698855,20jun2013 23:00:00,21jun2013 06:30:00
882116,20jun2013 23:00:00,21jun2013 06:30:00
38178,21jun2013 03:00:00,21jun2013 05:00:00
732892,21jun2013 06:00:00,21jun2013 11:00:00
737874,21jun2013 06:00:00,21jun2013 11:00:00
58138,21jun2013 06:30:00,21jun2013 16:30:00
172469,21jun2013 06:30:00,21jun2013 17:00:00
343038,21jun2013 06:30:00,21jun2013 16:30:00
86173,21jun2013 07:00:00,21jun2013 16:30:00
353379,21jun2013 07:00:00,21jun2013 16:30:00
447058,21jun2013 07:00:00,21jun2013 17:00:00
572207,21jun2013 07:00:00,21jun2013 13:00:00
609904,21jun2013 07:00:00,21jun2013 10:00:00
657288,21jun2013 07:00:00,21jun2013 17:00:00
765261,21jun2013 07:00:00,21jun2013 11:30:00
887296,21jun2013 07:30:00,21jun2013 18:00:00
38791,21jun2013 08:00:00,21jun2013 17:30:00
122331,21jun2013 08:00:00,21jun2013 17:30:00
236538,21jun2013 08:00:00,21jun2013 18:00:00
571670,21jun2013 08:00:00,21jun2013 17:30:00
731314,21jun2013 08:00:00,21jun2013 18:00:00
153669,21jun2013 08:30:00,21jun2013 13:30:00
364323,21jun2013 08:30:00,21jun2013 13:30:00
465713,21jun2013 08:30:00,21jun2013 16:30:00
574789,21jun2013 08:30:00,21jun2013 18:30:00
468416,21jun2013 09:00:00,21jun2013 14:00:00
769213,21jun2013 09:00:00,21jun2013 14:00:00
789283,21jun2013 09:00:00,21jun2013 13:30:00
877787,21jun2013 09:00:00,21jun2013 13:30:00
496150,21jun2013 10:00:00,21jun2013 18:00:00
70830,21jun2013 10:30:00,21jun2013 20:30:00
408514,21jun2013 10:30:00,21jun2013 20:30:00
967583,21jun2013 10:30:00,21jun2013 20:00:00
93772,21jun2013 11:00:00,21jun2013 19:30:00
138001,21jun2013 11:00:00,21jun2013 21:00:00
321647,21jun2013 11:00:00,21jun2013 19:30:00
602900,21jun2013 11:00:00,21jun2013 19:30:00
607083,21jun2013 11:00:00,21jun2013 20:30:00
679841,21jun2013 11:00:00,21jun2013 21:00:00
537701,21jun2013 11:30:00,21jun2013 22:00:00
92872,21jun2013 12:00:00,21jun2013 22:00:00
192578,21jun2013 12:00:00,21jun2013 22:00:00
743773,21jun2013 12:00:00,21jun2013 21:30:00
915075,21jun2013 12:00:00,21jun2013 21:30:00
990611,21jun2013 12:00:00,21jun2013 21:30:00
338397,21jun2013 13:00:00,21jun2013 22:30:00
284838,21jun2013 13:30:00,21jun2013 17:30:00
609904,21jun2013 14:00:00,21jun2013 15:30:00
981411,21jun2013 14:00:00,21jun2013 22:30:00
236263,21jun2013 15:30:00,22jun2013 02:00:00
285442,21jun2013 15:30:00,22jun2013 00:00:00
383888,21jun2013 15:30:00,21jun2013 23:00:00
750961,21jun2013 15:30:00,22jun2013 02:00:00
782352,21jun2013 15:30:00,22jun2013 01:30:00
545569,21jun2013 16:00:00,22jun2013 01:30:00
157283,21jun2013 16:30:00,21jun2013 23:30:00
33554,21jun2013 17:00:00,22jun2013 02:00:00
351336,21jun2013 17:00:00,22jun2013 02:00:00
414187,21jun2013 17:00:00,22jun2013 02:00:00
455530,21jun2013 17:00:00,22jun2013 02:00:00
735428,21jun2013 17:00:00,22jun2013 01:30:00
877773,21jun2013 17:00:00,22jun2013 01:30:00
40927,21jun2013 17:30:00,22jun2013 03:30:00
214894,21jun2013 17:30:00,22jun2013 03:30:00
512923,21jun2013 17:30:00,22jun2013 04:00:00
235272,21jun2013 18:00:00,22jun2013 04:00:00
305690,21jun2013 18:00:00,22jun2013 03:30:00
832227,21jun2013 18:00:00,22jun2013 03:30:00
944615,21jun2013 18:00:00,22jun2013 04:00:00
515269,21jun2013 19:00:00,21jun2013 23:30:00
247347,21jun2013 20:00:00,22jun2013 05:30:00
483269,21jun2013 20:00:00,22jun2013 02:00:00
672784,21jun2013 20:00:00,22jun2013 05:30:00
145233,21jun2013 20:30:00,22jun2013 07:00:00
190413,21jun2013 20:30:00,22jun2013 06:30:00
266851,21jun2013 20:30:00,22jun2013 05:00:00
432259,21jun2013 20:30:00,21jun2013 23:30:00
835571,21jun2013 20:30:00,22jun2013 07:00:00
493296,21jun2013 21:00:00,22jun2013 06:30:00
853992,21jun2013 21:00:00,22jun2013 07:00:00
898912,21jun2013 21:00:00,22jun2013 06:30:00
703190,21jun2013 22:00:00,21jun2013 23:30:00
8821,21jun2013 22:30:00,22jun2013 06:30:00
70164,21jun2013 22:30:00,22jun2013 06:30:00
713492,21jun2013 22:30:00,22jun2013 07:00:00
880808,21jun2013 22:30:00,22jun2013 06:30:00
620947,21jun2013 23:00:00,22jun2013 06:30:00
2708,22jun2013 00:00:00,22jun2013 03:00:00
227085,22jun2013 00:00:00,22jun2013 02:30:00
130307,22jun2013 06:30:00,22jun2013 18:30:00
153669,22jun2013 06:30:00,22jun2013 13:30:00
574141,22jun2013 06:30:00,22jun2013 17:00:00
602783,22jun2013 06:30:00,22jun2013 17:00:00
800017,22jun2013 06:30:00,22jun2013 16:30:00
236538,22jun2013 07:00:00,22jun2013 12:30:00
527408,22jun2013 07:00:00,22jun2013 18:30:00
688028,22jun2013 07:00:00,22jun2013 15:30:00
891194,22jun2013 07:00:00,22jun2013 18:30:00
98413,22jun2013 07:30:00,22jun2013 16:30:00
455584,22jun2013 08:00:00,22jun2013 18:00:00
773545,22jun2013 08:00:00,22jun2013 17:30:00
808284,22jun2013 08:00:00,22jun2013 17:30:00
106879,22jun2013 08:30:00,22jun2013 17:30:00
903974,22jun2013 08:30:00,22jun2013 18:00:00
86173,22jun2013 09:00:00,22jun2013 19:00:00
130746,22jun2013 09:00:00,22jun2013 18:30:00
794773,22jun2013 09:00:00,22jun2013 17:00:00
877787,22jun2013 09:00:00,22jun2013 14:00:00
126333,22jun2013 09:30:00,22jun2013 16:30:00
399447,22jun2013 09:30:00,22jun2013 17:30:00
338397,22jun2013 10:00:00,22jun2013 17:30:00
967583,22jun2013 10:00:00,22jun2013 20:30:00
602900,22jun2013 10:30:00,22jun2013 21:00:00
607083,22jun2013 10:30:00,22jun2013 21:00:00
321647,22jun2013 11:00:00,22jun2013 20:30:00
501521,22jun2013 11:00:00,22jun2013 21:00:00
887296,22jun2013 11:00:00,22jun2013 20:30:00
899601,22jun2013 11:00:00,22jun2013 19:30:00
364323,22jun2013 12:00:00,22jun2013 18:00:00
981411,22jun2013 13:00:00,23jun2013 01:00:00
285442,22jun2013 14:30:00,23jun2013 00:30:00
157283,22jun2013 16:30:00,23jun2013 01:30:00
33554,22jun2013 17:00:00,23jun2013 01:30:00
351336,22jun2013 17:00:00,23jun2013 01:30:00
414187,22jun2013 17:00:00,22jun2013 23:30:00
455530,22jun2013 17:00:00,23jun2013 02:00:00
735428,22jun2013 17:00:00,22jun2013 23:30:00
877773,22jun2013 17:00:00,23jun2013 02:00:00
214894,22jun2013 17:30:00,23jun2013 03:30:00
512923,22jun2013 17:30:00,23jun2013 04:00:00
698855,22jun2013 17:30:00,23jun2013 04:00:00
70164,22jun2013 18:00:00,23jun2013 04:00:00
199617,22jun2013 18:00:00,23jun2013 02:00:00
492607,22jun2013 18:00:00,23jun2013 01:30:00
713492,22jun2013 18:00:00,23jun2013 01:30:00
750961,22jun2013 18:00:00,23jun2013 01:30:00
832227,22jun2013 18:00:00,23jun2013 04:00:00
2708,22jun2013 18:30:00,23jun2013 00:30:00
166419,22jun2013 18:30:00,23jun2013 02:00:00
8821,22jun2013 19:00:00,23jun2013 04:30:00
40927,22jun2013 19:00:00,23jun2013 04:30:00
236263,22jun2013 19:00:00,23jun2013 02:00:00
672784,22jun2013 19:00:00,23jun2013 05:00:00
799070,22jun2013 19:00:00,23jun2013 05:00:00
247347,22jun2013 19:30:00,23jun2013 05:30:00
782352,22jun2013 19:30:00,23jun2013 04:00:00
70830,22jun2013 20:30:00,23jun2013 06:30:00
145233,22jun2013 20:30:00,23jun2013 06:30:00
493296,22jun2013 20:30:00,23jun2013 06:30:00
515269,22jun2013 20:30:00,23jun2013 06:30:00
835571,22jun2013 20:30:00,23jun2013 07:00:00
853992,22jun2013 20:30:00,23jun2013 07:00:00
898912,22jun2013 20:30:00,23jun2013 06:30:00
190413,22jun2013 21:00:00,23jun2013 07:00:00
266851,22jun2013 21:00:00,23jun2013 06:30:00
432259,22jun2013 21:00:00,22jun2013 23:00:00
880808,22jun2013 21:00:00,23jun2013 07:00:00
944615,22jun2013 21:00:00,23jun2013 06:30:00
703190,23jun2013 02:00:00,23jun2013 04:00:00
98413,23jun2013 06:30:00,23jun2013 16:30:00
574141,23jun2013 06:30:00,23jun2013 15:30:00
602783,23jun2013 06:30:00,23jun2013 16:00:00
891194,23jun2013 06:30:00,23jun2013 16:00:00
899601,23jun2013 06:30:00,23jun2013 14:00:00
414877,23jun2013 07:00:00,23jun2013 15:30:00
527408,23jun2013 07:00:00,23jun2013 15:30:00
731314,23jun2013 07:00:00,23jun2013 16:30:00
800017,23jun2013 07:00:00,23jun2013 15:30:00
126333,23jun2013 07:30:00,23jun2013 08:00:00
130746,23jun2013 08:00:00,23jun2013 17:30:00
688028,23jun2013 08:00:00,23jun2013 15:30:00
794773,23jun2013 08:00:00,23jun2013 16:00:00
86173,23jun2013 09:00:00,23jun2013 19:00:00
94083,23jun2013 09:00:00,23jun2013 18:30:00
455584,23jun2013 09:00:00,23jun2013 18:30:00
773545,23jun2013 09:00:00,23jun2013 18:30:00
130307,23jun2013 09:30:00,23jun2013 16:00:00
153669,23jun2013 09:30:00,23jun2013 17:30:00
877787,23jun2013 09:30:00,23jun2013 17:30:00
607083,23jun2013 10:30:00,23jun2013 22:00:00
967583,23jun2013 10:30:00,23jun2013 22:00:00
321647,23jun2013 11:00:00,23jun2013 20:30:00
501521,23jun2013 11:00:00,23jun2013 21:00:00
808284,23jun2013 11:00:00,23jun2013 18:30:00
887296,23jun2013 11:00:00,23jun2013 12:30:00
602900,23jun2013 12:00:00,23jun2013 22:00:00
284838,23jun2013 13:30:00,23jun2013 17:30:00
285442,23jun2013 14:00:00,23jun2013 23:30:00
236263,23jun2013 15:30:00,24jun2013 02:00:00
33554,23jun2013 16:00:00,24jun2013 01:30:00
38791,23jun2013 16:00:00,23jun2013 23:30:00
122331,23jun2013 16:00:00,23jun2013 23:30:00
157283,23jun2013 16:00:00,24jun2013 01:30:00
236538,23jun2013 16:00:00,23jun2013 23:30:00
351336,23jun2013 16:00:00,23jun2013 23:30:00
455530,23jun2013 16:00:00,24jun2013 02:00:00
715012,23jun2013 16:00:00,24jun2013 01:30:00
735428,23jun2013 16:00:00,24jun2013 01:30:00
877773,23jun2013 16:00:00,24jun2013 00:30:00
925831,23jun2013 16:00:00,24jun2013 01:30:00
981411,23jun2013 16:00:00,24jun2013 01:30:00
364323,23jun2013 17:30:00,23jun2013 22:30:00
383888,23jun2013 17:30:00,23jun2013 23:00:00
470453,23jun2013 17:30:00,24jun2013 01:30:00
713492,23jun2013 17:30:00,23jun2013 22:30:00
283302,23jun2013 18:00:00,24jun2013 01:30:00
414187,23jun2013 18:00:00,24jun2013 02:00:00
492607,23jun2013 18:00:00,24jun2013 01:30:00
799070,23jun2013 18:00:00,24jun2013 03:30:00
199617,23jun2013 19:00:00,24jun2013 03:00:00
672784,23jun2013 19:00:00,24jun2013 04:30:00
866732,23jun2013 19:00:00,24jun2013 04:30:00
535978,23jun2013 19:30:00,24jun2013 06:00:00
399447,23jun2013 20:00:00,24jun2013 06:00:00
432259,23jun2013 21:00:00,23jun2013 22:30:00
70830,23jun2013 21:30:00,24jun2013 07:00:00
493296,23jun2013 21:30:00,24jun2013 06:30:00
835571,23jun2013 21:30:00,24jun2013 07:00:00
898912,23jun2013 21:30:00,24jun2013 06:30:00
145233,23jun2013 22:00:00,24jun2013 06:30:00
190413,23jun2013 22:00:00,24jun2013 07:00:00
515269,23jun2013 22:00:00,24jun2013 04:30:00
737874,24jun2013 05:30:00,24jun2013 11:00:00
8488,24jun2013 06:30:00,24jun2013 17:00:00
96858,24jun2013 06:30:00,24jun2013 12:00:00
130307,24jun2013 06:30:00,24jun2013 11:30:00
455584,24jun2013 06:30:00,24jun2013 16:30:00
574141,24jun2013 06:30:00,24jun2013 17:00:00
602783,24jun2013 06:30:00,24jun2013 17:00:00
305690,24jun2013 07:00:00,24jun2013 16:30:00
527408,24jun2013 07:00:00,24jun2013 17:00:00
800017,24jun2013 07:00:00,24jun2013 17:00:00
891194,24jun2013 07:00:00,24jun2013 17:00:00
170725,24jun2013 07:30:00,24jun2013 15:30:00
496150,24jun2013 07:30:00,24jun2013 14:00:00
537701,24jun2013 07:30:00,24jun2013 15:30:00
574789,24jun2013 07:30:00,24jun2013 15:00:00
939721,24jun2013 07:30:00,24jun2013 13:30:00
990611,24jun2013 07:30:00,24jun2013 12:30:00
92872,24jun2013 08:00:00,24jun2013 16:00:00
94083,24jun2013 08:00:00,24jun2013 18:00:00
138001,24jun2013 08:00:00,24jun2013 16:00:00
192578,24jun2013 08:00:00,24jun2013 15:30:00
743773,24jun2013 08:00:00,24jun2013 15:00:00
773545,24jun2013 08:00:00,24jun2013 17:30:00
732892,24jun2013 08:30:00,24jun2013 13:30:00
789283,24jun2013 08:30:00,24jun2013 14:00:00
86173,24jun2013 09:00:00,24jun2013 18:30:00
130746,24jun2013 09:00:00,24jun2013 18:30:00
769213,24jun2013 09:00:00,24jun2013 14:00:00
794773,24jun2013 09:00:00,24jun2013 17:00:00
765261,24jun2013 09:30:00,24jun2013 17:30:00
899601,24jun2013 10:00:00,24jun2013 17:00:00
59950,24jun2013 10:30:00,24jun2013 21:00:00
501521,24jun2013 10:30:00,24jun2013 21:00:00
753239,24jun2013 10:30:00,24jun2013 20:30:00
228236,24jun2013 11:00:00,24jun2013 21:00:00
427774,24jun2013 11:00:00,24jun2013 18:00:00
808284,24jun2013 11:00:00,24jun2013 19:00:00
882116,24jun2013 11:00:00,24jun2013 21:00:00
986245,24jun2013 11:30:00,24jun2013 22:00:00
176945,24jun2013 12:00:00,24jun2013 22:00:00
359142,24jun2013 12:00:00,24jun2013 22:00:00
927082,24jun2013 12:00:00,24jun2013 17:30:00
988180,24jun2013 12:00:00,24jun2013 21:00:00
38178,24jun2013 12:30:00,24jun2013 21:00:00
126333,24jun2013 13:00:00,24jun2013 16:30:00
301623,24jun2013 13:00:00,24jun2013 22:30:00
925831,24jun2013 13:00:00,24jun2013 21:00:00
767564,24jun2013 14:00:00,24jun2013 21:30:00
58138,24jun2013 14:30:00,25jun2013 00:30:00
157283,24jun2013 14:30:00,24jun2013 22:30:00
172469,24jun2013 14:30:00,25jun2013 01:00:00
465713,24jun2013 14:30:00,25jun2013 00:30:00
655988,24jun2013 15:00:00,24jun2013 15:30:00
681130,24jun2013 15:00:00,25jun2013 00:30:00
981411,24jun2013 15:00:00,24jun2013 22:30:00
339824,24jun2013 15:30:00,25jun2013 02:00:00
236263,24jun2013 16:00:00,25jun2013 02:00:00
492607,24jun2013 16:00:00,24jun2013 21:00:00
545569,24jun2013 16:00:00,25jun2013 02:00:00
679841,24jun2013 16:00:00,25jun2013 01:30:00
715012,24jun2013 16:00:00,24jun2013 23:00:00
962449,24jun2013 16:00:00,24jun2013 21:00:00
